841	Georges Franju	Jean Redon#Pierre Boileau	Pierre Brasseur#Alida Valli#Juliette Mayniel	French	A surgeon causes an accident which leaves his daughter disfigured, and goes to extremes to give her a new face.
842	Gilbert Adler	William M. Gaines#Bob Gale	Dennis Miller#Erika Eleniak#Angie Everhart	English#Spanish	The Crypt Keeper returns to tell the story of a funeral parlor that moonlights as a vampire bordello.
843	John Rubino	John Rubino	Lawrence Gilliard Jr.#Wendell Holmes#Barbara Gonzalez	English	This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of ...
844	Li Yin	Ling Shi	Wenli Jiang#Xingli Niu#Shaojun Tian	Mandarin	In Northern China, Xinghua lives with her husband, who makes money by selling stones from the Great Wall. But she is unable to give him a son to inherit this wealth. When her husband ...
845	Ho Yim	Hing-Dong Wong#Ho Yim	Gaowa Siqin#Tsung-Hua To#Jingwu Ma	Mandarin	Guan Jian wants to report the murder of his father who died 10 years ago. The alleged murderer whom Guan Jian accuses of the crime is his own mother.
846	Hal Hartley	Hal Hartley	Paul Austin#Robert John Burke#Martin Donovan	English#Japanese#German	The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other ...
847	Marcus DeLeon	Marcus DeLeon	Lara Flynn Boyle#Danny Nucci#Peter Dobson	English	Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his...
848	Lee David Zlotoff	Lee David Zlotoff	Alison Elliott#Ellen Burstyn#Marcia Gay Harden	English	Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire ...
849	John Carpenter	John Carpenter#Nick Castle	Kurt Russell#Steve Buscemi#Stacy Keach	English	Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.
850	Anh Hung Tran	Anh Hung Tran	Le Van Loc#Tony Chiu-Wai Leung#Nu Yên-Khê Tran	Vietnamese	A young man who struggles through life by earning some money with his bicycle-taxi in Saigon (Ho Chi Minh city) gets contact to a group of criminals. They introduce him to the mafia-world ...
851	Julian Schnabel	Lech Majewski#John Bowe	Jeffrey Wright#Michael Wincott#Benicio Del Toro	USA	The brief life of
852	Ron Shelton	John Norville#Ron Shelton	Kevin Costner#Rene Russo#Don Johnson	English	A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.
853	Rob Paulsen#April Winchell#Jim Cummings	None	None	USA	The classic Disney character Goofy is a single father raising his son, Max, in Spoonerville. Pete, a frequent antagonist from the old cartoons, lives next door with his family.
854	Keisuke Kinoshita	Shichirô Fukazawa#Keisuke Kinoshita	Kinuyo Tanaka#Teiji Takahashi#Yûko Mochizuki	Japanese	A kabuki theatre-inflected story about a poor village whose people have to be carried to a nearby mountain to die once they get old.
855	Benjamin Rocher	Brandon Birtell#Kurtis Birtell	Mel Gibson#Birol Tarkan Yildiz	The Safran Company	A father and son's trip to Paris forces the dad to come clean about his job with the CIA when danger comes their way.
856	Leone Pompucci	Filippo Pichi#Filippo Pichi	Carla Benedetti#Matteo Fadda#Giacomo Fadda	Italian	The movie tells the little stories of a group of families who live in the same building in Rome as seen from the eyes of Sandrino, a little kid who is awaiting for a total eclipse of the ...
857	Junli Zheng	Baichen Chen#Gu Liu	Dan Zhao#Yinyan Wu#Daolin Sun	China	A story of a corrupt party official who attempts to sell an apartment building he has appropriated from the original owner and the struggles of the tenants to prevent themselves being thrown onto the street.
858	Francis Ford Coppola	Mario Puzo#Francis Ford Coppola	Marlon Brando#Al Pacino#James Caan	USA	The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.
859	Jack O'Connell	Herb Caen#Today Malone	None	English	Back in the stone aged we all went to San Fransisco to escape our parents and the Vietnam war. To laugh, dance and love each other. To make love not war.
860	Sönke Wortmann	Sönke Wortmann#Ralf König	Til Schweiger#Katja Riemann#Joachim Król	German	Thrown out by his girlfriend from her apartment, Axel lives for a while with Norbert, a gay man he met some days before.
861	John Woo	John Woo#Barry Wong	Yun-Fat Chow#Tony Chiu-Wai Leung#Teresa Mo	Cantonese#English	A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
862	Lisa Krueger	Lisa Krueger	Scarlett Johansson#Aleksa Palladino#Mary Kay Place	USA	A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.
863	Tristán Bauer	Tristán Bauer#Carolina Scaglione	Alfredo Alcón#Hugo Carrizo#Julio Cortázar	Spanish	This documentary explores the most important events in the life of the acclaimed writer Julio Cortázar. His childhood accompanied by books, his career as a teacher, his life in Paris and the mass publication of his novels and stories.
864	Tom Noonan	Tom Noonan	Julie Hagerty#Tom Noonan#Wallace Shawn	USA	Tom Noonan's dark comedy features a husband-and-wife team of psychotherapists who run a New-Age therapy group out in the wilderness. Late one night, Jack and Rita are visited by one of ...
865	Gillies MacKinnon	Billy MacKinnon#Gillies MacKinnon	Iain Robertson#Joe McFadden#Steven Duffy	English	Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and ...
866	Lana Wachowski#Lilly Wachowski	Lilly Wachowski#Lana Wachowski	Jennifer Tilly#Gina Gershon#Joe Pantoliano	English#Italian	Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.
867	Arthur Hiller	Don Rhymer	Tom Arnold#David Paymer#Rhea Perlman	USA	When his wife falls sick, a father - with an important business meeting - finds himself having to carpool for the neighborhood school children and is held hostage of a bank robber.
868	John Ruane	Boyd Oxlade#John Ruane	Sam Neill#Zoe Carides#John Clarke	English	Carl Fitzgerald is down-on-his-luck until he meets Sophie, a beautiful Greek girl. He gets a job as a cook, but accidentally kills fellow worker Mustafa. He turns to his unscrupulous best ...
869	Robert Altman	Robert Altman#Frank Barhydt	Jennifer Jason Leigh#Miranda Richardson#Harry Belafonte	USA#France	A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.
870	Christopher Cain	Jill Mazursky#J.J. Abrams	Joe Pesci#Danny Glover#Rosanna Arquette	English	Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.
871	Peter Shaner	Peter Shaner	Billy Campbell#Jennifer Grey#Tim Curry	English	Steve and Megan, unbeknownst to them, are being guided and "advised" by one of Cupid's caseworkers who has been struggling to get Steve and Megan together for many lifetimes. Cupid might ...
872	Ming-liang Tsai	Ming-liang Tsai#Yi-chun Tsai	Chao-jung Chen#Kang-sheng Lee#Kuei-Mei Yang	Mandarin	Three lonely young denizens of Taipei unknowingly share an apartment used for sexual trysts.
873	Daniel Schmid	Rainer Werner Fassbinder#Daniel Schmid	Ingrid Caven#Rainer Werner Fassbinder#Annemarie Düringer	German	Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, ...
874	Tim Metcalfe	Thomas E. Gaddis#James Long	James Woods#Robert Sean Leonard#Ellen Greene	English	Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him ...
875	Izidore K. Musallam	Alexandra Paul#Youssef Abed-Alnour#Paul Gleason	None	English	A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences.
876	Stanley Tong	Sui Lai Kang#Tang Han Mok	Michelle Yeoh#Rongguang Yu#Emil Chau	Cantonese	As a crime wave sweeps through Hong Kong, the police call on Jessica Yang, a rising star in their ranks, to help stop a notorious gang of thieves.
877	Jim McKay	Jim McKay#Denise Casano	Lili Taylor#Bruklin Harris#Anna Grace	English	A look at a group of girl friends coming-of-age during their senior year of high school in urban America. Nikki and Emma have a heart to heart talk one evening about how much they'll miss ...
878	Karim Dridi	Karim Dridi	Sami Bouajila#Nozha Khouadra#Philippe Ambrosini	French	In Paris, Ismaél, a young Tunisian, cares for two brothers, Nouredine, a cripple, and streetwise Mouloud, 14. In haste, Ismaél and Mouloud go to Marseilles where an uncle lives. Nouredine ...
879	Peter Hyams	Douglas Preston#Lincoln Child	Penelope Ann Miller#Tom Sizemore#Linda Hunt	English	A homicide detective and an anthropologist try to destroy a South American lizard-like god, who's on a people eating rampage in a Chicago museum.
880	John Frankenheimer#Richard Stanley	H.G. Wells#Richard Stanley	David Thewlis#Marlon Brando#Val Kilmer	English#Indonesian	After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.
881	David Mickey Evans	Tim Kelleher	Sinbad#Brock Pierce#Blake Boyd	USA	A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.
882	Don DuPree	Roger Ebert#Gene Siskel	None	Buena Vista Television	
884	Gary Winick	Lee Drysdale	Michael Imperioli#Mira Sorvino#Joyce Phillips	English	Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--...
885	Norman Jewison	Jeff Rothberg#Francis X. McCarthy Jr.	Whoopi Goldberg#Gérard Depardieu#Haley Joel Osment	USA	Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.
886	Ernest R. Dickerson	Joe Gayton#Joe Gayton	Damon Wayans#Adam Sandler#James Caan	English	Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.
887	Nick Hamm	Ann Guedes#Frank McGuinness	Polly Walker#Vincent Perez#Franco Nero	USA	This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930'...
888	None	None	None	IMDbPro	None
889	Theo van Gogh	Johan Doesburg#Johan Doesburg	Ariane Schluter#Ad van Kempen	Dutch	Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a ...
890	Rafael Moleón	Agustín Díaz Yanes#Rafael Moleón	Victoria Abril#Carmen Maura#Antonio Banderas	Spanish	Poor gigolo tries to frame his rich mature mistress, but gets tangled in his own wiles.
891	James Rolfe	James Rolfe	Kim Darby#Marianne Hagan#Donald Pleasence	Cinemassacre Productions	
892	None	None	None	IMDbPro	None
893	Keith Gordon	Kurt Vonnegut Jr.#Robert B. Weide	Nick Nolte#Sheryl Lee#Anthony J. Robinow	USA	An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.
894	Max Ophüls	Paul Hörbiger#Magda Schneider#Luise Ullrich	None	German	Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of ...
895	Henry Jaglom	Henry Jaglom	Nelly Alard#Henry Jaglom#Melissa Leo	English	Dean is a maverick American film director surprised that his most recent film has been chosen as the Official U.S. Entry at the Venice Film Festival. A beautiful French journalist arrives ...
896	André Téchiné	Olivier Massart#Gilles Taurand	Élodie Bouchez#Gaël Morel#Stéphane Rideau	French	In a village in the Southwest of France, 1962. Maite and Francois are 18 years old. They are friends, not lovers. In Francois's classroom, there are Serge, whose brother has just married to...
897	Sam Wood	Dudley Nichols#Ernest Hemingway	Gary Cooper#Ingrid Bergman#Akim Tamiroff	English#Spanish	During the Spanish Civil War, an American allied with the Republicans finds romance during a desperate mission to blow up a strategically important bridge.
898	None	None	None	IMDbPro	None
899	Stanley Donen#Gene Kelly	Betty Comden#Adolph Green	Gene Kelly#Donald O'Connor#Debbie Reynolds	English	A silent film production company and cast make a difficult transition to sound.
900	Jim Hoskinson	Opus Moreschi#Michael Brumm	Stephen Colbert#Lupita Nyong'o#Bernie Sanders	English	Actress
901	Stanley Donen	Leonard Gershe	Audrey Hepburn#Fred Astaire#Kay Thompson	English#French	An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.
902	Blake Edwards	Truman Capote#George Axelrod	Audrey Hepburn#George Peppard#Patricia Neal	USA	A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.
903	Alfred Hitchcock	Alec Coppel#Samuel A. Taylor	James Stewart#Kim Novak#Barbara Bel Geddes	English	A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.
904	Alfred Hitchcock	John Michael Hayes#Cornell Woolrich	James Stewart#Grace Kelly#Wendell Corey	English	A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.
905	Frank Capra	Robert Riskin#Samuel Hopkins Adams	Clark Gable#Claudette Colbert#Walter Connolly	English	A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.
906	George Cukor	John Van Druten#Walter Reisch	Charles Boyer#Ingrid Bergman#Joseph Cotten	English#Italian	Years after her aunt was murdered in her home, a young woman moves back into the house with her new husband. However, he has a secret that he will do anything to protect, even if it means driving his wife insane.
907	Mark Sandrich	Dwight Taylor#Kenneth S. Webb	Fred Astaire#Ginger Rogers#Alice Brady	English#French#Italian	An American woman travels to England to seek a divorce from her absentee husband, where she meets - and falls for - a dashing performer.
908	Alfred Hitchcock	Ernest Lehman	Cary Grant#Eva Marie Saint#James Mason	English#French	A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.
909	None	None	None	English	None
910	Billy Wilder	Billy Wilder#I.A.L. Diamond	Marilyn Monroe#Tony Curtis#Jack Lemmon	English	When two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.
911	Stanley Donen	Peter Stone#Peter Stone	Cary Grant#Audrey Hepburn#Walter Matthau	USA	Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
912	Michael Curtiz	Julius J. Epstein#Philip G. Epstein	Humphrey Bogart#Ingrid Bergman#Paul Henreid	USA	A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.
913	John Huston	John Huston#Dashiell Hammett	Humphrey Bogart#Mary Astor#Gladys George	English	A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.
914	George Cukor	Alan Jay Lerner#George Bernard Shaw	Audrey Hepburn#Rex Harrison#Stanley Holloway	USA	A snobbish phonetics professor agrees to a wager that he can make a flower girl presentable in high society.
915	Billy Wilder	Billy Wilder#Samuel A. Taylor	Humphrey Bogart#Audrey Hepburn#William Holden	USA	A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.
916	William Wyler	Ian McLellan Hunter#John Dighton	Gregory Peck#Audrey Hepburn#Eddie Albert	English#Italian#German	A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
917	Manny Velazquez	Manny Velazquez	Shirley Temple	English#Spanish#German	A mini-documentary about the making of the 1939 classic
918	Vincente Minnelli	Irving Brecher#Fred F. Finklehoffe	Judy Garland#Margaret O'Brien#Mary Astor	English	In the year leading up to the 1904 St. Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.
919	Angela Beeching	L. Frank Baum#Alfred Bradley	Bernard Cribbins	None	
920	Victor Fleming#George Cukor	Margaret Mitchell#Sidney Howard	Clark Gable#Vivien Leigh#Thomas Mitchell	USA	A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.
921	Richard Benjamin	Norman Steinberg#Dennis Palumbo	Peter O'Toole#Mark Linn-Baker#Jessica Harper	English	A dissolute matinee idol is slated to appear on a live TV variety show.
922	Billy Wilder	Charles Brackett#Billy Wilder	William Holden#Gloria Swanson#Erich von Stroheim	English	A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.
923	Orson Welles	Herman J. Mankiewicz#Orson Welles	Orson Welles#Joseph Cotten#Dorothy Comingore	USA	Following the death of publishing tycoon, Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.
924	Stanley Kubrick	Stanley Kubrick#Arthur C. Clarke	Keir Dullea#Gary Lockwood#William Sylvester	UK#USA	After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.
925	Mitchell Leisen	Abraham Polonsky#Frank Butler	Ray Milland#Marlene Dietrich#Murvyn Vye	English#German	On the eve of World War II (1939) English officer Ralph Denistoun is in Nazi Germany on an espionage mission to recover a poison gas formula from Prof. Krosigk. He is helped by Lydia and ...
926	Joseph L. Mankiewicz	Joseph L. Mankiewicz	Bette Davis#Anne Baxter#George Sanders	USA	An ingénue insinuates herself into the lives of an established but aging stage actress and her circle of theater friends.
927	Stan Muller	John Green#Raoul Meyer	John Green	IMDbPro	
928	Alfred Hitchcock	Daphne Du Maurier#Robert E. Sherwood	Laurence Olivier#Joan Fontaine#George Sanders	English#French	A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
929	Alfred Hitchcock	Charles Bennett#Joan Harrison	Joel McCrea#Laraine Day#Herbert Marshall	English#Dutch#Latvian	On the eve of World War II, a young American reporter tries to expose enemy agents in London.
930	Alfred Hitchcock	Ben Hecht	Cary Grant#Ingrid Bergman#Claude Rains	English#French#Portuguese	A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?
931	Alfred Hitchcock	Ben Hecht#John Palmer	Ingrid Bergman#Gregory Peck#Michael Chekhov	English	A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.
932	Leo McCarey	Delmer Daves#Leo McCarey	Cary Grant#Deborah Kerr#Richard Denning	English#French#Italian	A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?
933	Alfred Hitchcock	John Michael Hayes#David Dodge	Cary Grant#Grace Kelly#Jessie Royce Landis	English#French	A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.
934	Vincente Minnelli	Frances Goodrich#Albert Hackett	Spencer Tracy#Joan Bennett#Elizabeth Taylor	English	The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.
935	Vincente Minnelli	Betty Comden#Adolph Green	Fred Astaire#Cyd Charisse#Oscar Levant	English#French#German	A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.
936	Ernst Lubitsch	Charles Brackett#Billy Wilder	Greta Garbo#Melvyn Douglas#Ina Claire	English#Russian	A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.
937	Billy Wilder	Billy Wilder#I.A.L. Diamond	Gary Cooper#Audrey Hepburn#Maurice Chevalier	English#French	A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.
938	Vincente Minnelli	Alan Jay Lerner#Colette	Leslie Caron#Maurice Chevalier#Louis Jourdan	English#French	Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship, but it may not stay platonic for long.
939	Vincente Minnelli	William Douglas-Home#William Douglas-Home	Rex Harrison#Kay Kendall#John Saxon	English	A teenage American girl while visiting her father, is thrown into London society during the "Debutante Season".
940	Michael Curtiz#William Keighley	Norman Reilly Raine#Seton I. Miller	Errol Flynn#Olivia de Havilland#Basil Rathbone	English	When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.
941	Rouben Mamoulian	John Taintor Foote#Garrett Fort	Tyrone Power#Linda Darnell#Basil Rathbone	English#Spanish	A young Spanish aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.
942	Otto Preminger	Vera Caspary#Jay Dratler	Gene Tierney#Dana Andrews#Clifton Webb	English	A police detective falls in love with the woman whose murder he is investigating.
943	Joseph L. Mankiewicz	Philip Dunne#R.A. Dick	Gene Tierney#Rex Harrison#George Sanders	English	In 1900, a young widow finds her seaside cottage is haunted...and forms a unique relationship with the ghost.
944	Frank Capra	Robert Riskin#James Hilton	Ronald Colman#Jane Wyatt#Edward Everett Horton	English#Mandarin	A plane crash delivers a group of people to the secluded land of Shangri-La - but is it the miraculous utopia it appears to be?
945	Mark Sandrich	Dwight Taylor#Allan Scott	Fred Astaire#Ginger Rogers#Edward Everett Horton	English#Italian	An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.
946	Ernst Lubitsch	Melchior Lengyel#Edwin Justus Mayer	Carole Lombard#Jack Benny#Robert Stack	English#German	During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.
947	Gregory La Cava	Morrie Ryskind#Eric Hatch	William Powell#Carole Lombard#Alice Brady	English#Russian	A scatterbrained socialite hires a vagrant as a family butler...but there's more to Godfrey than meets the eye.
948	George Stevens	Edna Ferber#Fred Guiol	Elizabeth Taylor#Rock Hudson#James Dean	English#Spanish	Sprawling epic covering the life of a Texas cattle rancher and his family and associates.
949	Elia Kazan	John Steinbeck#Paul Osborn	James Dean#Raymond Massey#Julie Harris	English	A wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.
950	W.S. Van Dyke	Albert Hackett#Frances Goodrich	William Powell#Myrna Loy#Maureen O'Sullivan	English	Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.
951	Howard Hawks	Charles Lederer#Ben Hecht	Cary Grant#Rosalind Russell#Ralph Bellamy	English#French	A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
952	Michael Anderson#John Farrow	James Poe#John Farrow	David Niven#Cantinflas#Shirley MacLaine	English#Spanish#French	A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.
953	Frank Capra	Frances Goodrich#Albert Hackett	James Stewart#Donna Reed#Lionel Barrymore	English#French	An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
954	Frank Capra	Sidney Buchman#Lewis R. Foster	James Stewart#Jean Arthur#Claude Rains	English	A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.
955	Howard Hawks	Dudley Nichols#Hagar Wilde	Katharine Hepburn#Cary Grant#Charles Ruggles	English	While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.
956	George Stevens	Morrie Ryskind#Martha Cheavens	Cary Grant#Irene Dunne#Beulah Bondi	English	A couple's big dreams give way to a life full of unexpected sadness and unexpected joy.
957	Jared Bauer	Jared Bauer	Greg Edwards	IMDbPro	
958	William A. Wellman	Gypsy Rose Lee#James Gunn	Barbara Stanwyck#Michael O'Shea#J. Edward Bromberg	English	After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.
959	John Cromwell	Lester Cohen#W. Somerset Maugham	Bette Davis#Leslie Howard#Frances Dee	English	A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.
960	Archie Mayo	Harry Segall#Harry Segall	Paul Muni#Anne Baxter#Claude Rains	English	The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.
961	John Cromwell	Frances Hodgson Burnett#Hugh Walpole	Freddie Bartholomew#Dolores Costello#C. Aubrey Smith	English	An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.
962	Busby Berkeley	Sig Herzig#Bertram Millhauser	John Garfield#Claude Rains#The Dead End Kids	English	A boxer flees believing he has comitted a murder while he was drunk.
963	Henry Koster	Philip Rapp#Harry Kurnitz	Danny Kaye#Walter Slezak#Barbara Bates	English	A town's corrupt officials think a fool is actually an investigator in disguise.
964	James Edward Grant	James Edward Grant	John Wayne#Gail Russell#Harry Carey	English	Quirt Evans, an all round bad guy, is nursed back to health and sought after by Penelope Worth, a Quaker girl. He eventually finds himself having to choose between his world and the world Penelope lives in.
965	Alfred Hitchcock	John Buchan#Charles Bennett	Robert Donat#Madeleine Carroll#Lucie Mannheim	English	A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.
966	Lewis Milestone	Harry Brown#Robert Rossen	Dana Andrews#Richard Conte#George Tyne	English#Italian	During WWII, a platoon of American soldiers trudge through the Italian countryside in search of a bridge they have been ordered to blow up, encountering danger and destruction along the way.
967	Howard Hughes#Howard Hawks	Jules Furthman	Jack Buetel#Thomas Mitchell#Jane Russell	English#Spanish	Western legends Pat Garrett, Doc Holliday and Billy the Kid are played against each other over the law and the attentions of vivacious country vixen Rio McDonald.
968	George A. Romero	John A. Russo#George A. Romero	Duane Jones#Judith O'Dea#Karl Hardman	USA	A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States.
969	David Metzger	Lincoln L. Hayes#David Metzger	Lincoln L. Hayes#David Metzger	IMDbPro	In the pilot episode, David and Lincoln discuss "The African Queen" starring Humphrey Bogart and Katharine Hepburn.
970	John Huston	Claud Cockburn#Truman Capote	Humphrey Bogart#Jennifer Jones#Gina Lollobrigida	English#Italian	On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...
971	Richard Brooks	Richard Brooks#James Poe	Elizabeth Taylor#Paul Newman#Burl Ives	English	Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.
972	Richard Brooks	Julius J. Epstein#Philip G. Epstein	Elizabeth Taylor#Van Johnson#Walter Pidgeon	English	Charles returns to Paris to reminisce about the life he led in Paris after it was liberated. He worked on "Stars and Stripes" when he met Marion and Helen. He would marry and be happy ...
973	Frank Capra	Richard Connell#Robert Presnell Sr.	Gary Cooper#Barbara Stanwyck#Edward Arnold	English	A man needing money agrees to impersonate a nonexistent person who said he'd be committing suicide as a protest, and a political movement begins.
974	John Cromwell	John Howard Lawson#James M. Cain	Charles Boyer#Hedy Lamarr#Sigrid Gurie	English	Beautiful Gaby meets a romantic jewel thief in the mysterious Casbah.
975	Victor Schertzinger	Victor Schertzinger#Austin Parker	James Cagney#Evelyn Daw#William Frawley	English	A New York bandleader journeys to Hollywood when he is offered a contract with a studio, but he is determined to do things his way and not theirs.
976	Frank Borzage	Benjamin Glazer#Oliver H.P. Garrett	Gary Cooper#Helen Hayes#Adolphe Menjou	English	An American ambulance driver and an English nurse fall in love in Italy during World War I.
977	Edwin L. Marin	Florence Ryerson#Edgar Allan Woolf	Chester Morris#Madge Evans#Leo Carrillo	English	An escaped lunatic, a mysterious swami, and various lovers all have designs on a famous opera singer.
978	Josef von Sternberg	Heinrich Mann#Carl Zuckmayer	Emil Jannings#Marlene Dietrich#Kurt Gerron	German#English#French	An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.
979	Thaddeus O'Sullivan	Daniel Mornin	Ian Hart#John Lynch#James Frain	UK#Ireland	A raw depiction of the Belfast 'troubles' as savage tribal warfare. Set shortly after the 1975 cease fire, the film focuses on the tribulations of Kenny, Protestant leader of a group of ...
980	David Chung	Kan-Cheung Tsang	Michelle Yeoh#Michael Wong#Hiroyuki Sanada	Cantonese#Japanese	Michelle Yip of the Hong Kong police is a mild-mannered Kung Fu expert; Michael Wong from air security is happy-go-lucky, stuck on himself, constantly talking, and smitten by her; Yamamoto ...
981	Darrell Roodt	Greg Latter#Darrell Roodt	Ice Cube#Elizabeth Hurley#Thokozani Nkosi	English#Zulu	Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid, and left in fear of his life) to bury his father. He meets up with his brother...
