1008	Davy Crockett, King of the Wild Frontier (1955)	/title/tt0047977/?ref_=fn_al_tt_1	Davy Crockett: King of the Wild Frontier	(1955)
1009	Escape to Witch Mountain (1975)	/title/tt0072951/?ref_=fn_al_tt_1	Escape to Witch Mountain	(1975)
1010	Love Bug, The (1969)	/title/tt0119571/?ref_=fn_al_tt_1	None	None
1011	Herbie Rides Again (1974)	/title/tt0071607/?ref_=fn_al_tt_1	Herbie Rides Again	(1974)
1012	Old Yeller (1957)	/title/tt0050798/?ref_=fn_al_tt_1	Old Yeller	(1957)
1013	Parent Trap, The (1961)	/title/tt5289804/?ref_=fn_al_tt_1	The Parent Trap (1961)
1014	Pollyanna (1960)	/title/tt0054195/?ref_=fn_al_tt_1	Pollyanna	(1960)
1015	Homeward Bound: The Incredible Journey (1993)	/title/tt0107131/?ref_=fn_al_tt_1	Homeward Bound: The Incredible Journey	(1993)
1016	Shaggy Dog, The (1959)	/title/tt2132787/?ref_=fn_al_tt_1	The Shaggy Dog/The Libertine/Failure to Launch
1017	Swiss Family Robinson (1960)	/title/tt0054357/?ref_=fn_al_tt_1	Swiss Family Robinson	(1960)
1018	That Darn Cat! (1965)	/title/tt0059793/?ref_=fn_al_tt_1	That Darn Cat!	(1965)
1019	20,000 Leagues Under the Sea (1954)	/title/tt0046672/?ref_=fn_al_tt_1	20,000 Leagues Under the Sea	(1954)
1020	Cool Runnings (1993)	/title/tt0106611/?ref_=fn_al_tt_1	Cool Runnings	(1993)
1021	Angels in the Outfield (1994)	/title/tt0109127/?ref_=fn_al_tt_1	Angels in the Outfield	(1994)
1022	Cinderella (1950)	/title/tt0042332/?ref_=fn_al_tt_1	Cinderella	(1950)
1023	Winnie the Pooh and the Blustery Day (1968)	/title/tt0063819/?ref_=fn_al_tt_1	Winnie the Pooh and the Blustery Day	(1968) (Short)
1024	Three Caballeros, The (1945)	/title/tt0038166/?ref_=fn_al_tt_1	None	None
1025	Sword in the Stone, The (1963)	/title/tt0057546/?ref_=fn_al_tt_1	The Sword in the Stone	(1963)
1026	So Dear to My Heart (1949)	/title/tt0041890/?ref_=fn_al_tt_1	So Dear to My Heart	(1948)
1027	Robin Hood: Prince of Thieves (1991)	/title/tt0102798/?ref_=fn_al_tt_1	Robin Hood: Prince of Thieves	(1991)
1028	Mary Poppins (1964)	/title/tt0058331/?ref_=fn_al_tt_1	Mary Poppins	(1964)
1029	Dumbo (1941)	/title/tt0033563/?ref_=fn_al_tt_1	Dumbo	(1941)
1030	Pete's Dragon (1977)	/title/tt0076538/?ref_=fn_al_tt_1	Pete's Dragon	(1977)
1031	Bedknobs and Broomsticks (1971)	/title/tt0066817/?ref_=fn_al_tt_1	Bedknobs and Broomsticks	(1971)
1032	Alice in Wonderland (1951)	/title/tt0043274/?ref_=fn_al_tt_1	Alice in Wonderland	(1951)
1033	Fox and the Hound, The (1981)	/title/tt0082406/?ref_=fn_al_tt_1	The Fox and the Hound	(1981)
1034	Freeway (1996)	/title/tt0116361/?ref_=fn_al_tt_1	Freeway	(1996)
1035	Sound of Music, The (1965)	/title/tt0059742/?ref_=fn_al_tt_1	The Sound of Music	(1965)
1036	Die Hard (1988)	/title/tt0095016/?ref_=fn_al_tt_1	Die Hard	(1988)
1037	Lawnmower Man, The (1992)	/title/tt0104692/?ref_=fn_al_tt_1	The Lawnmower Man	(1992)
1038	Unhook the Stars (1996)	/title/tt0118044/?ref_=fn_al_tt_1	Unhook the Stars	(1996)
1039	Synthetic Pleasures (1995)	/title/tt0114597/?ref_=fn_al_tt_1	Synthetic Pleasures	(1995)
1040	Secret Agent, The (1996)	/title/tt0865124/?ref_=fn_al_tt_1	Agent, That's Secret Agent
1041	Secrets & Lies (1996)	/title/tt0117589/?ref_=fn_al_tt_1	Secrets & Lies	(1996)
1042	That Thing You Do! (1996)	/title/tt0117887/?ref_=fn_al_tt_1	That Thing You Do!	(1996)
1043	To Gillian on Her 37th Birthday (1996)	/title/tt0117924/?ref_=fn_al_tt_1	To Gillian on Her 37th Birthday	(1996)
1044	Surviving Picasso (1996)	/title/tt0117791/?ref_=fn_al_tt_1	Surviving Picasso	(1996)
1045	Love Is All There Is (1996)	/title/tt0116928/?ref_=fn_al_tt_1	Love Is All There Is	(1996)
1046	Beautiful Thing (1996)	/title/tt0115640/?ref_=fn_al_tt_1	Beautiful Thing	(1996)
1047	Long Kiss Goodnight, The (1996)	/title/tt0116908/?ref_=fn_al_tt_1	The Long Kiss Goodnight	(1996)
1049	Ghost and the Darkness, The (1996)	/title/tt0116409/?ref_=fn_al_tt_1	The Ghost and the Darkness	(1996)
1050	Looking for Richard (1996)	/title/tt0116913/?ref_=fn_al_tt_1	Looking for Richard	(1996)
1051	Trees Lounge (1996)	/title/tt0117958/?ref_=fn_al_tt_1	Trees Lounge	(1996)
1052	Proprietor, The (1996)	/title/tt0117400/?ref_=fn_al_tt_1	The Proprietor	(1996)
1053	Normal Life (1996)	/title/tt0117202/?ref_=fn_al_tt_1	Normal Life	(1996)
1054	Get on the Bus (1996)	/title/tt0116404/?ref_=fn_al_tt_1	Get on the Bus	(1996)
1055	Shadow Conspiracy (1997)	/title/tt0120107/?ref_=fn_al_tt_1	Shadow Conspiracy	(1997)
1056	Jude (1996)	/title/tt0116722/?ref_=fn_al_tt_1	Jude	(1996)
1057	Everyone Says I Love You (1996)	/title/tt0116242/?ref_=fn_al_tt_1	Everyone Says I Love You	(1996)
1058	Bitter Sugar (Azucar Amargo) (1996)	/title/tt0115600/?ref_=fn_al_tt_1	None	None
1059	William Shakespeare's Romeo and Juliet (1996)	/title/tt0117509/?ref_=fn_al_tt_1	Romeo + Juliet	(1996)
1060	Swingers (1996)	/title/tt0117802/?ref_=fn_al_tt_1	Swingers	(1996)
1061	Sleepers (1996)	/title/tt0117665/?ref_=fn_al_tt_1	Sleepers	(1996)
1062	Sunchaser, The (1996)	/title/tt0117781/?ref_=fn_al_tt_1	The Sunchaser	(1996)
1063	Johns (1996)	/title/tt0116714/?ref_=fn_al_tt_1	Johns	(1996)
1064	Aladdin and the King of Thieves (1996)	/title/tt0115491/?ref_=fn_al_tt_1	Aladdin and the King of Thieves	(1996) (Video)
1065	Woman in Question, The (1950)	/title/tt0043140/?ref_=fn_al_tt_1	The Woman in Question	(1950)
1066	Shall We Dance? (1937)	/title/tt0358135/?ref_=fn_al_tt_1	Shall We Dance	(2004)
1067	Damsel in Distress, A (1937)	/title/tt0028757/?ref_=fn_al_tt_1	A Damsel in Distress	(1937)
1068	Crossfire (1947)	/title/tt0039286/?ref_=fn_al_tt_1	Crossfire	(1947)
1069	Murder, My Sweet (1944)	/title/tt0037101/?ref_=fn_al_tt_1	Murder, My Sweet	(1944)
1070	Macao (1952)	/title/tt0044863/?ref_=fn_al_tt_1	Macao	(1952)
1071	For the Moment (1994)	/title/tt0110665/?ref_=fn_al_tt_1	The Night and the Moment	(1994)
1073	Willy Wonka and the Chocolate Factory (1971)	/title/tt0067992/?ref_=fn_al_tt_1	Willy Wonka & the Chocolate Factory	(1971)
1075	Sexual Life of the Belgians, The (1994)	/title/tt0111622/?ref_=fn_al_tt_1	La vie sexuelle des Belges 1950-1978	(1994)
1076	Innocents, The (1961)	/title/tt0835044/?ref_=fn_al_tt_1	Lost Innocents: The Children of War	(2006) (TV Movie)
1077	Sleeper (1973)	/title/tt0070707/?ref_=fn_al_tt_1	Sleeper	(1973)
1078	Bananas (1971)	/title/tt0066808/?ref_=fn_al_tt_1	Bananas	(1971)
1079	Fish Called Wanda, A (1988)	/title/tt0095159/?ref_=fn_al_tt_1	A Fish Called Wanda	(1988)
1080	Monty Python's Life of Brian (1979)	/title/tt0079470/?ref_=fn_al_tt_1	Life of Brian	(1979)
1081	Victor/Victoria (1982)	/title/tt0084865/?ref_=fn_al_tt_1	Victor Victoria	(1982)
1082	Candidate, The (1972)	/title/tt0068334/?ref_=fn_al_tt_1	The Candidate	(1972)
1083	Great Race, The (1965)	/title/tt0059243/?ref_=fn_al_tt_1	The Great Race: The Story of the 1991 LA Dodgers	(1991) (Video)
1084	Bonnie and Clyde (1967)	/title/tt0061418/?ref_=fn_al_tt_1	Bonnie and Clyde	(1967)
1085	Old Man and the Sea, The (1958)	/title/tt3469902/?ref_=fn_al_tt_1	The Old Man and the Sea: The Expedition	(2012) (TV Movie)
1086	Dial M for Murder (1954)	/title/tt0046912/?ref_=fn_al_tt_1	Dial M for Murder	(1954)
1087	Madame Butterfly (1995)	/title/tt0113731/?ref_=fn_al_tt_1	Madame Butterfly	(1995)
1088	Dirty Dancing (1987)	/title/tt0092890/?ref_=fn_al_tt_1	Dirty Dancing	(1987)
1089	Reservoir Dogs (1992)	/title/tt0105236/?ref_=fn_al_tt_1	Reservoir Dogs	(1992)
1090	Platoon (1986)	/title/tt0091763/?ref_=fn_al_tt_1	Platoon	(1986)
1091	Weekend at Bernie's (1989)	/title/tt0098627/?ref_=fn_al_tt_1	Weekend at Bernie's	(1989)
1092	Basic Instinct (1992)	/title/tt0103772/?ref_=fn_al_tt_1	Basic Instinct	(1992)
1093	Doors, The (1991)	/title/tt0101761/?ref_=fn_al_tt_1	The Doors	(1991)
1094	Crying Game, The (1992)	/title/tt0104036/?ref_=fn_al_tt_1	The Crying Game	(1992)
1095	Glengarry Glen Ross (1992)	/title/tt0104348/?ref_=fn_al_tt_1	Glengarry Glen Ross	(1992)
1096	Sophie's Choice (1982)	/title/tt0084707/?ref_=fn_al_tt_1	Sophie's Choice	(1982)
1097	E.T. the Extra-Terrestrial (1982)	/title/tt0083866/?ref_=fn_al_tt_1	E.T. the Extra-Terrestrial	(1982)
1098	Search for One-eye Jimmy, The (1996)	/title/tt0117577/?ref_=fn_al_tt_1	The Search for One-eye Jimmy	(1994)
1099	Christmas Carol, A (1938)	/title/tt7686464/?ref_=fn_al_tt_1	A Christmas Carol	(2019) (TV Mini-Series)
1100	Days of Thunder (1990)	/title/tt0099371/?ref_=fn_al_tt_1	Days of Thunder	(1990)
1101	Top Gun (1986)	/title/tt0092099/?ref_=fn_al_tt_1	Top Gun	(1986)
1102	American Strays (1996)	/title/tt0115531/?ref_=fn_al_tt_1	American Strays	(1996)
1103	Rebel Without a Cause (1955)	/title/tt0048545/?ref_=fn_al_tt_1	Rebel Without a Cause	(1955)
1104	Streetcar Named Desire, A (1951)	/title/tt0044081/?ref_=fn_al_tt_1	A Streetcar Named Desire	(1951)
1105	Children of the Corn IV: The Gathering (1996)	/title/tt0115885/?ref_=fn_al_tt_1	Children of the Corn: The Gathering	(1996) (Video)
1106	Leopard Son, The (1996)	/title/tt0116859/?ref_=fn_al_tt_1	The Leopard Son	(1996)
1107	Loser (1991)	/title/tt0102336/?ref_=fn_al_tt_1	Loser	(1991)
1108	Prerokbe Ognja (1995)	/title/tt0114176/?ref_=fn_al_tt_1	Prerokbe Ognja	(1996)
1109	Charm's Incidents (1996)	/title/tt0115870/?ref_=fn_al_tt_1	Charms Zwischenfälle	(1996)
1110	Bird of Prey (1996)	/title/tt0795734/?ref_=fn_al_tt_1	Birds of Prey
1111	Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)	/title/tt0117040/?ref_=fn_al_tt_1	Microcosmos: Le peuple de l'herbe	(1996)
1112	Palookaville (1996)	/title/tt0117284/?ref_=fn_al_tt_1	Palookaville	(1995)
1113	Associate, The (1996)	/title/tt0147760/?ref_=fn_al_tt_1	Dalziel and Pascoe	(1996) (TV Series)
1114	Funeral, The (1996)	/title/tt0116378/?ref_=fn_al_tt_1	The Funeral	(1996)
1115	Sleepover (1995)	/title/tt0114472/?ref_=fn_al_tt_1	Sleepover	(1995)
1116	Single Girl, A (La Fille Seule) (1995)	/title/tt0113057/?ref_=fn_al_tt_1	La fille seule	(1995)
1117	Eighth Day, The (Le Huiti鑝e jour ) (1996)	/title/tt0064222/?ref_=fn_al_tt_1	None	None
1118	Tashunga (1995)	/title/tt0114622/?ref_=fn_al_tt_1	None	None
1119	Drunks (1997)	/title/tt0112907/?ref_=fn_al_tt_1	None	None
1120	People vs. Larry Flynt, The (1996)	/title/tt0117318/?ref_=fn_al_tt_1	The People vs. Larry Flynt	(1996)
1121	Glory Daze (1996)	/title/tt0116422/?ref_=fn_al_tt_2	None	None
1122	Plutonium Circus (1995)	/title/tt0114147/?ref_=fn_al_tt_1	Plutonium Circus	(1994)
1123	Perfect Candidate, A (1996)	/title/tt6971114/?ref_=fn_al_tt_1	The Perfect Candidate
1124	On Golden Pond (1981)	/title/tt0082846/?ref_=fn_al_tt_1	On Golden Pond	(1981)
1125	Return of the Pink Panther, The (1974)	/title/tt0072081/?ref_=fn_al_tt_1	The Return of the Pink Panther	(1975)
1126	Drop Dead Fred (1991)	/title/tt0101775/?ref_=fn_al_tt_1	Drop Dead Fred	(1991)
1127	Abyss, The (1989)	/title/tt0096754/?ref_=fn_al_tt_1	The Abyss	(1989)
1128	Fog, The (1980)	/title/tt6868906/?ref_=fn_al_tt_1	The Fog (1980)
1129	Escape from New York (1981)	/title/tt0082340/?ref_=fn_al_tt_1	Escape from New York	(1981)
1130	Howling, The (1980)	/title/tt0082533/?ref_=fn_al_tt_1	The Goosehill Gang and the Mystery of Howling Woods	(1980) (Video)
1131	Jean de Florette (1986)	/title/tt0091288/?ref_=fn_al_tt_1	Jean de Florette	(1986)
1132	Manon of the Spring (Manon des sources) (1986)	/title/tt0091480/?ref_=fn_al_tt_1	Manon des sources	(1986)
1133	Talking About Sex (1994)	/title/tt0111357/?ref_=fn_al_tt_1	Talking About Sex	(1994)
1134	Johnny 100 Pesos (1993)	/title/tt4440776/?ref_=fn_al_tt_1	Johnny 100 Pesos: Capítulo Dos	(2017)
1135	Private Benjamin (1980)	/title/tt0081375/?ref_=fn_al_tt_1	Private Benjamin	(1980)
1136	Monty Python and the Holy Grail (1974)	/title/tt0071853/?ref_=fn_al_tt_1	Monty Python and the Holy Grail	(1975)
1137	Hustler White (1996)	/title/tt0116587/?ref_=fn_al_tt_1	Hustler White	(1996)
1138	Dadetown (1995)	/title/tt0112777/?ref_=fn_al_tt_1	Dadetown	(1995)
1139	Everything Relative (1996)	/title/tt0116245/?ref_=fn_al_tt_1	Everything Relative	(1996)
1140	Entertaining Angels: The Dorothy Day Story (1996)	/title/tt0116212/?ref_=fn_al_tt_1	Entertaining Angels: The Dorothy Day Story	(1996)
1141	Hoogste tijd (1995)	/title/tt0113328/?ref_=fn_al_tt_1	Hoogste tijd	(1995)
1142	Get Over It (1996)	/title/tt6281486/?ref_=fn_al_tt_1	Get Over It (1 Samuel 16)
1143	Three Lives and Only One Death (1996)	/title/tt0117968/?ref_=fn_al_tt_1	Trois vies et une seule mort	(1996)
1144	Line King: Al Hirschfeld, The (1996)	/title/tt2147657/?ref_=fn_al_tt_1	Al Hirschfeld: The Line King
1145	Snowriders (1996)	/title/tt0117677/?ref_=fn_al_tt_1	Snowriders	(1996)
1146	Curtis's Charm (1995)	/title/tt0112759/?ref_=fn_al_tt_1	Curtis's Charm	(1995)
1147	When We Were Kings (1996)	/title/tt0118147/?ref_=fn_al_tt_1	When We Were Kings	(1996)
1148	Wrong Trousers, The (1993)	/title/tt0108598/?ref_=fn_al_tt_1	The Wrong Trousers	(1993) (Short)
1149	JLG/JLG - autoportrait de d閏embre (1994)	/title/tt0110173/?ref_=fn_al_tt_1	None	None
1150	Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)	/title/tt0084589/?ref_=fn_al_tt_1	Le retour de Martin Guerre	(1982)
1151	Faust (1994)	/title/tt0111959/?ref_=fn_al_tt_1	Faust	(1994) (TV Series)
1152	He Walked by Night (1948)	/title/tt0040427/?ref_=fn_al_tt_1	He Walked by Night	(1948)
1153	Raw Deal (1948)	/title/tt0040723/?ref_=fn_al_tt_1	Raw Deal	(1948)
1154	T-Men (1947)	/title/tt0039881/?ref_=fn_al_tt_1	T-Men	(1947)
1155	Invitation, The (Zaproszenie) (1986)	/title/tt0092281/?ref_=fn_al_tt_1	Zaproszenie	(1986)
1156	Children Are Watching us, The (Bambini ci guardano, I) (1942)	/title/tt0034493/?ref_=fn_al_tt_1	None	None
1157	Symphonie pastorale, La (1946)	/title/tt3697948/?ref_=fn_al_tt_1	Symphonie Pastorale	(1958) (TV Movie)
1158	Here Comes Cookie (1935)	/title/tt0026465/?ref_=fn_al_tt_1	Here Comes Cookie	(1935)
1159	Love in Bloom (1935)	/title/tt0026656/?ref_=fn_al_tt_1	Love in Bloom	(1935)
1160	Six of a Kind (1934)	/title/tt0025799/?ref_=fn_al_tt_1	Six of a Kind	(1934)
1161	Tin Drum, The (Blechtrommel, Die) (1979)	/title/tt0078875/?ref_=fn_al_tt_1	Die Blechtrommel	(1979)
1162	Ruling Class, The (1972)	/title/tt0069198/?ref_=fn_al_tt_1	The Ruling Class	(1972)
1163	Mina Tannenbaum (1994)	/title/tt0110521/?ref_=fn_al_tt_1	Mina Tannenbaum	(1994)
1164	Two or Three Things I Know About Her (1966)	/title/tt4474042/?ref_=fn_al_tt_1	Two, Three Things I Know About Her
1165	Bloody Child, The (1996)	/title/tt0115715/?ref_=fn_al_tt_1	The Bloody Child	(1996)
1166	Farmer & Chase (1995)	/title/tt0113031/?ref_=fn_al_tt_1	Farmer & Chase	(1997)
1167	Dear God (1996)	/title/tt0116059/?ref_=fn_al_tt_1	Dear God	(1996)
1168	Bad Moon (1996)	/title/tt0115610/?ref_=fn_al_tt_1	Bad Moon	(1996)
1169	American Dream (1990)	/title/tt0099028/?ref_=fn_al_tt_1	American Dream	(1990)
1170	Best of the Best 3: No Turning Back (1995)	/title/tt0112483/?ref_=fn_al_tt_1	Best of the Best 3: No Turning Back	(1995)
1171	Bob Roberts (1992)	/title/tt0103850/?ref_=fn_al_tt_1	Bob Roberts	(1992)
1172	Cinema Paradiso (1988)	/title/tt0095765/?ref_=fn_al_tt_1	Nuovo Cinema Paradiso	(1988)
1173	Cook the Thief His Wife & Her Lover, The (1989)	/title/tt0097108/?ref_=fn_al_tt_1	The Cook, the Thief, His Wife & Her Lover	(1989)
1174	Grosse Fatigue (1994)	/title/tt0109942/?ref_=fn_al_tt_1	Grosse fatigue	(2013) (Short)
1175	Delicatessen (1991)	/title/tt0101700/?ref_=fn_al_tt_1	Delicatessen	(1991)
1176	Double Life of Veronique, The (La Double Vie de V閞onique) (1991)	/title/tt0101765/?ref_=fn_al_tt_1	None	None
1177	Enchanted April (1991)	/title/tt0101811/?ref_=fn_al_tt_1	Enchanted April	(1991)
1178	Paths of Glory (1957)	/title/tt0050825/?ref_=fn_al_tt_1	Paths of Glory	(1957)
1179	Grifters, The (1990)	/title/tt0099703/?ref_=fn_al_tt_1	The Grifters	(1990)
1180	Hear My Song (1991)	/title/tt0102014/?ref_=fn_al_tt_1	Hear My Song	(1991)
1181	Shooter, The (1995)	/title/tt0114432/?ref_=fn_al_tt_1	The Shooter	(1995)
1183	English Patient, The (1996)	/title/tt0116209/?ref_=fn_al_tt_1	The English Patient	(1996)
1184	Mediterraneo (1991)	/title/tt0102426/?ref_=fn_al_tt_1	Mediterraneo	(1991)
1185	My Left Foot (1989)	/title/tt0097937/?ref_=fn_al_tt_1	My Left Foot: The Story of Christy Brown	(1989)
1186	Sex, Lies, and Videotape (1989)	/title/tt0098724/?ref_=fn_al_tt_1	Sex, Lies, and Videotape	(1989)
1187	Passion Fish (1992)	/title/tt0105107/?ref_=fn_al_tt_1	Passion Fish	(1992)
1188	Strictly Ballroom (1992)	/title/tt0105488/?ref_=fn_al_tt_1	Strictly Ballroom	(1992)
1189	Thin Blue Line, The (1988)	/title/tt0096257/?ref_=fn_al_tt_2	Righteous Kill: The Thin Blue Line - The Darker Side of the Police Force	(2008) (Video)
1190	Tie Me Up! Tie Me Down! (1990)	/title/tt0101026/?ref_=fn_al_tt_1	¡Átame!	(1989)
1191	Madonna: Truth or Dare (1991)	/title/tt0102370/?ref_=fn_al_tt_1	Madonna: Truth or Dare	(1991)
1192	Paris Is Burning (1990)	/title/tt0100332/?ref_=fn_al_tt_1	Paris Is Burning	(1990)
1193	One Flew Over the Cuckoo's Nest (1975)	/title/tt0073486/?ref_=fn_al_tt_1	One Flew Over the Cuckoo's Nest	(1975)
1194	Up in Smoke (1978)	/title/tt0078446/?ref_=fn_al_tt_1	Up in Smoke	(1978)
1196	Star Wars: Episode V - The Empire Strikes Back (1980)	/title/tt0080684/?ref_=fn_al_tt_1	Star Wars: Episode V - The Empire Strikes Back	(1980)
1197	Princess Bride, The (1987)	/title/tt0093779/?ref_=fn_al_tt_1	The Princess Bride: The Untold Tales	(2007) (Video)
1198	Raiders of the Lost Ark (1981)	/title/tt0082971/?ref_=fn_al_tt_1	Raiders of the Lost Ark	(1981)
1199	Brazil (1985)	/title/tt0088846/?ref_=fn_al_tt_1	Brazil	(1985)
1200	Aliens (1986)	/title/tt0090605/?ref_=fn_al_tt_1	Aliens	(1986)
1201	Good, The Bad and The Ugly, The (1966)	/title/tt0060196/?ref_=fn_al_tt_1	Valentine's Day: The Good, the Bad and the Ugly	(2015) (Short)
1202	Withnail and I (1987)	/title/tt10610284/?ref_=fn_al_tt_1	Josh Olson on Withnail and I
1203	12 Angry Men (1957)	/title/tt0050083/?ref_=fn_al_tt_1	12 Angry Men	(1957)
1204	Lawrence of Arabia (1962)	/title/tt0056172/?ref_=fn_al_tt_1	Lawrence of Arabia	(1962)
1205	Transformers: The Movie, The (1986)	/title/tt0092106/?ref_=fn_al_tt_1	The Transformers: The Movie	(1986)
1206	Clockwork Orange, A (1971)	/title/tt0066921/?ref_=fn_al_tt_1	A Clockwork Orange	(1971)
1207	To Kill a Mockingbird (1962)	/title/tt0056592/?ref_=fn_al_tt_1	To Kill a Mockingbird	(1962)
1208	Apocalypse Now (1979)	/title/tt0078788/?ref_=fn_al_tt_1	Apocalypse Now	(1979)
1209	Once Upon a Time in the West (1969)	/title/tt0064116/?ref_=fn_al_tt_1	Once Upon a Time in the West	(1968)
1210	Star Wars: Episode VI - Return of the Jedi (1983)	/title/tt0086190/?ref_=fn_al_tt_1	Star Wars: Episode VI - Return of the Jedi	(1983)
1211	Wings of Desire (Der Himmel 黚er Berlin) (1987)	/title/tt0093191/?ref_=fn_al_tt_1	None	None
1212	Third Man, The (1949)	/title/tt0041959/?ref_=fn_al_tt_1	The Third Man	(1949)
1213	GoodFellas (1990)	/title/tt0099685/?ref_=fn_al_tt_1	Goodfellas	(1990)
1214	Alien (1979)	/title/tt0078748/?ref_=fn_al_tt_1	Alien	(1979)
1215	Army of Darkness (1993)	/title/tt0106308/?ref_=fn_al_tt_1	Army of Darkness	(1992)
1216	Big Blue, The (Le Grand Bleu) (1988)	/title/tt0095250/?ref_=fn_al_tt_1	Le grand bleu	(1988)
1217	Ran (1985)	/title/tt0089881/?ref_=fn_al_tt_1	Ran	(1985)
1218	Killer, The (Die xue shuang xiong) (1989)	/title/tt0097202/?ref_=fn_al_tt_1	Dip huet seung hung	(1989)
1219	Psycho (1960)	/title/tt0054215/?ref_=fn_al_tt_1	Psycho	(1960)
1220	Blues Brothers, The (1980)	/title/tt6699420/?ref_=fn_al_tt_1	The Blues Brothers/The Girl I Want
1221	Godfather: Part II, The (1974)	/title/tt0071562/?ref_=fn_al_tt_1	The Godfather: Part II	(1974)
1222	Full Metal Jacket (1987)	/title/tt0093058/?ref_=fn_al_tt_1	Full Metal Jacket	(1987)
1223	Grand Day Out, A (1992)	/title/tt0104361/?ref_=fn_al_tt_1	None	None
1224	Henry V (1989)	/title/tt0097499/?ref_=fn_al_tt_1	Henry V	(1989)
1225	Amadeus (1984)	/title/tt0086879/?ref_=fn_al_tt_1	Amadeus	(1984)
1226	Quiet Man, The (1952)	/title/tt0045061/?ref_=fn_al_tt_1	The Quiet Man	(1952)
1227	Once Upon a Time in America (1984)	/title/tt0087843/?ref_=fn_al_tt_1	Once Upon a Time in America	(1984)
1228	Raging Bull (1980)	/title/tt0081398/?ref_=fn_al_tt_1	Raging Bull	(1980)
1230	Annie Hall (1977)	/title/tt0075686/?ref_=fn_al_tt_1	Annie Hall	(1977)
1231	Right Stuff, The (1983)	/title/tt1453707/?ref_=fn_al_tt_1	Russian Right Stuff: The Mission
1232	Stalker (1979)	/title/tt0079944/?ref_=fn_al_tt_1	Stalker	(1979)
1233	Boat, The (Das Boot) (1981)	/title/tt0082096/?ref_=fn_al_tt_1	Das Boot	(1981)
1234	Sting, The (1973)	/title/tt0070735/?ref_=fn_al_tt_1	The Sting	(1973)
1235	Harold and Maude (1971)	/title/tt0067185/?ref_=fn_al_tt_1	Harold and Maude	(1971)
1236	Trust (1990)	/title/tt0103130/?ref_=fn_al_tt_1	Trust	(1990)
1237	Seventh Seal, The (Sjunde inseglet, Det) (1957)	/title/tt0050976/?ref_=fn_al_tt_1	Det sjunde inseglet	(1957)
1238	Local Hero (1983)	/title/tt0085859/?ref_=fn_al_tt_1	Local Hero	(1983)
1240	Terminator, The (1984)	/title/tt0851851/?ref_=fn_al_tt_1	Terminator: The Sarah Connor Chronicles	(2008) (TV Series)
1241	Braindead (1992)	/title/tt4508316/?ref_=fn_al_tt_1	Brain Dead 13	(1995) (Video Game)
1242	Glory (1989)	/title/tt0097441/?ref_=fn_al_tt_1	Glory	(1989)
1243	Rosencrantz and Guildenstern Are Dead (1990)	/title/tt0100519/?ref_=fn_al_tt_1	Rosencrantz & Guildenstern Are Dead	(1990)
1244	Manhattan (1979)	/title/tt0079522/?ref_=fn_al_tt_1	Manhattan	(1979)
1245	Miller's Crossing (1990)	/title/tt0100150/?ref_=fn_al_tt_1	Miller's Crossing	(1990)
1246	Dead Poets Society (1989)	/title/tt0097165/?ref_=fn_al_tt_1	Dead Poets Society	(1989)
1247	Graduate, The (1967)	/title/tt0061722/?ref_=fn_al_tt_1	The Graduate	(1967)
1248	Touch of Evil (1958)	/title/tt0052311/?ref_=fn_al_tt_1	Touch of Evil	(1958)
1249	Nikita (La Femme Nikita) (1990)	/title/tt0100263/?ref_=fn_al_tt_1	Nikita	(1990)
1250	Bridge on the River Kwai, The (1957)	/title/tt0050212/?ref_=fn_al_tt_1	The Bridge on the River Kwai	(1957)
1251	8 1/2 (1963)	/title/tt1779227/?ref_=fn_al_tt_1	1962-1963
1252	Chinatown (1974)	/title/tt0071315/?ref_=fn_al_tt_1	Chinatown	(1974)
1253	Day the Earth Stood Still, The (1951)	/title/tt0970416/?ref_=fn_al_tt_1	The Day the Earth Stood Still	(2008)
1254	Treasure of the Sierra Madre, The (1948)	/title/tt0040897/?ref_=fn_al_tt_1	The Treasure of the Sierra Madre	(1948)
1255	Bad Taste (1987)	/title/tt0092610/?ref_=fn_al_tt_1	Bad Taste	(1987)
1256	Duck Soup (1933)	/title/tt0023969/?ref_=fn_al_tt_1	Duck Soup	(1933)
1257	Better Off Dead... (1985)	/title/tt0088794/?ref_=fn_al_tt_1	Better Off Dead...	(1985)
1258	Shining, The (1980)	/title/tt0081505/?ref_=fn_al_tt_1	The Shining	(1980)
1259	Stand by Me (1986)	/title/tt0092005/?ref_=fn_al_tt_1	Stand by Me	(1986)
1260	M (1931)	/title/tt0022100/?ref_=fn_al_tt_1	M - Eine Stadt sucht einen Mörder	(1931)
1261	Evil Dead II (Dead By Dawn) (1987)	/title/tt6868898/?ref_=fn_al_tt_1	Evil Dead II: Dead by Dawn (1987)
1262	Great Escape, The (1963)	/title/tt0373873/?ref_=fn_al_tt_1	Great Escape: The Untold Story	(2001) (TV Movie)
1263	Deer Hunter, The (1978)	/title/tt0077416/?ref_=fn_al_tt_1	The Deer Hunter	(1978)
1264	Diva (1981)	/title/tt0082269/?ref_=fn_al_tt_1	Diva	(1981)
1265	Groundhog Day (1993)	/title/tt0107048/?ref_=fn_al_tt_1	Groundhog Day	(1993)
